Mail ID,Author,Subject,TimeStamp,Content,Vendor,Item,Buyer,Amount,Quality,Weapon,Type,Vendor Type
01090723,SWG.Restoration.auctioner,Vendor Sale Complete,2022-06-14 03:34:48,"Vendor: MM Weapons has sold MM | Enhanced 88 SAC EE3 Carbine to Elindil Pendrago for 175000 credits.
The sale took place at Nym Protectorate, on Lok.",MM Weapons,MM | Enhanced 88 SAC EE3 Carbine,Elindil Pendrago,175000,Enhanced,88 SAC EE3 Carbine,,Weapon
01091629,SWG.Restoration.auctioner,Vendor Sale Complete,2022-06-14 07:04:37,"Vendor: MM Weapons has sold MM | Sliced T21 Rifle to Telrain Cosmar for 125000 credits.
The sale took place at Nym Protectorate, on Lok.",MM Weapons,MM | Sliced T21 Rifle,Telrain Cosmar,125000,Sliced,T21 Rifle,Rifle,Weapon
01096670,SWG.Restoration.auctioner,Vendor Sale Complete,2022-06-15 03:06:19,"Vendor: MM Weapons has sold Rodian Milk (Booster Blue)     25 to Favith Uttenveg for 2500 credits.
The sale took place at Nym Protectorate, on Lok.",MM Weapons,Rodian Milk (Booster Blue)     25,Favith Uttenveg,2500,,,,Other
01096700,SWG.Restoration.auctioner,Vendor Sale Complete,2022-06-15 03:10:01,"Vendor: MM Weapons has sold MM | Enhanced E11 Carbine to Favith Uttenveg for 175000 credits.
The sale took place at Nym Protectorate, on Lok.",MM Weapons,MM | Enhanced E11 Carbine,Favith Uttenveg,175000,Enhanced,E11 Carbine,Carbine,Weapon
01097258,SWG.Restoration.auctioner,Vendor Sale Complete,2022-06-15 05:30:46,"Vendor: MM Weapons has sold MM | Enhanced E11 Rifle to Mastik Betr'Danbacon for 175000 credits.
The sale took place at Nym Protectorate, on Lok.",MM Weapons,MM | Enhanced E11 Rifle,Mastik Betr'Danbacon,175000,Enhanced,E11 Rifle,Rifle,Weapon
01097261,SWG.Restoration.auctioner,Vendor Sale Complete,2022-06-15 05:31:16,"Vendor: MM Weapons has sold MM | Enhanced Light Lightning Rifle to Mastik Betr'Danbacon for 175000 credits.
The sale took place at Nym Protectorate, on Lok.",MM Weapons,MM | Enhanced Light Lightning Rifle,Mastik Betr'Danbacon,175000,Enhanced,Light Lightning Rifle,Rifle,Weapon
01097266,SWG.Restoration.auctioner,Vendor Sale Complete,2022-06-15 05:31:35,"Vendor: MM Weapons has sold MM | Clearance T21 Rifle to Mastik Betr'Danbacon for 50000 credits.
The sale took place at Nym Protectorate, on Lok.",MM Weapons,MM | Clearance T21 Rifle,Mastik Betr'Danbacon,50000,Clearance,T21 Rifle,Rifle,Weapon
01108523,SWG.Restoration.auctioner,Vendor Sale Complete,2022-06-17 04:09:55,"Vendor: MM Weapons has sold Sinthrax to Naisha for 200000 credits.
The sale took place at Nym Protectorate, on Lok.",MM Weapons,Sinthrax,Naisha,200000,,,,Other
01113135,SWG.Restoration.auctioner,Vendor Sale Complete,2022-06-17 23:51:42,"Vendor: MM Weapons has sold MM | Sliced Rocket Launcher to Greyah Barish for 125000 credits.
The sale took place at Nym Protectorate, on Lok.",MM Weapons,MM | Sliced Rocket Launcher,Greyah Barish,125000,Sliced,Rocket Launcher,Heavy,Weapon
01121410,SWG.Restoration.auctioner,Vendor Sale Complete,2022-06-19 08:59:23,"Vendor: MM Weapons has sold Rodian Milk (Booster Blue)     25 to Itara for 1000 credits.
The sale took place at Nym Protectorate, on Lok.",MM Weapons,Rodian Milk (Booster Blue)     25,Itara,1000,,,,Other
01121412,SWG.Restoration.auctioner,Vendor Sale Complete,2022-06-19 08:59:26,"Vendor: MM Weapons has sold Rodian Milk (Booster Blue)     25 to Itara for 1000 credits.
The sale took place at Nym Protectorate, on Lok.",MM Weapons,Rodian Milk (Booster Blue)     25,Itara,1000,,,,Other
01121414,SWG.Restoration.auctioner,Vendor Sale Complete,2022-06-19 08:59:30,"Vendor: MM Weapons has sold Rodian Milk (Booster Blue)     25 to Itara for 1000 credits.
The sale took place at Nym Protectorate, on Lok.",MM Weapons,Rodian Milk (Booster Blue)     25,Itara,1000,,,,Other
01121416,SWG.Restoration.auctioner,Vendor Sale Complete,2022-06-19 08:59:33,"Vendor: MM Weapons has sold Rodian Milk (Booster Blue)     25 to Itara for 1000 credits.
The sale took place at Nym Protectorate, on Lok.",MM Weapons,Rodian Milk (Booster Blue)     25,Itara,1000,,,,Other
01124969,SWG.Restoration.auctioner,Vendor Sale Complete,2022-06-19 22:54:38,"Vendor: MM Weapons has sold MM | Enhanced Republic Blaster to Revenant for 200000 credits.
The sale took place at Nym Protectorate, on Lok.",MM Weapons,MM | Enhanced Republic Blaster,Revenant,200000,Enhanced,Republic Blaster,Pistol,Weapon
01124971,SWG.Restoration.auctioner,Vendor Sale Complete,2022-06-19 22:54:41,"Vendor: MM Weapons has sold MM | Enhanced Republic Blaster to Revenant for 200000 credits.
The sale took place at Nym Protectorate, on Lok.",MM Weapons,MM | Enhanced Republic Blaster,Revenant,200000,Enhanced,Republic Blaster,Pistol,Weapon
01124973,SWG.Restoration.auctioner,Vendor Sale Complete,2022-06-19 22:54:44,"Vendor: MM Weapons has sold MM | Enhanced Republic Blaster to Revenant for 200000 credits.
The sale took place at Nym Protectorate, on Lok.",MM Weapons,MM | Enhanced Republic Blaster,Revenant,200000,Enhanced,Republic Blaster,Pistol,Weapon
01124975,SWG.Restoration.auctioner,Vendor Sale Complete,2022-06-19 22:54:48,"Vendor: MM Weapons has sold MM | Enhanced Republic Blaster to Revenant for 200000 credits.
The sale took place at Nym Protectorate, on Lok.",MM Weapons,MM | Enhanced Republic Blaster,Revenant,200000,Enhanced,Republic Blaster,Pistol,Weapon
01124978,SWG.Restoration.auctioner,Vendor Sale Complete,2022-06-19 22:54:51,"Vendor: MM Weapons has sold MM | Enhanced Republic Blaster to Revenant for 200000 credits.
The sale took place at Nym Protectorate, on Lok.",MM Weapons,MM | Enhanced Republic Blaster,Revenant,200000,Enhanced,Republic Blaster,Pistol,Weapon
01124997,SWG.Restoration.auctioner,Vendor Sale Complete,2022-06-19 22:58:21,"Vendor: MM Weapons has sold Rodian Milk (Booster Blue)     25 to Revenant for 2500 credits.
The sale took place at Nym Protectorate, on Lok.",MM Weapons,Rodian Milk (Booster Blue)     25,Revenant,2500,,,,Other
01125001,SWG.Restoration.auctioner,Vendor Sale Complete,2022-06-19 22:58:24,"Vendor: MM Weapons has sold Rodian Milk (Booster Blue)     25 to Revenant for 2500 credits.
The sale took place at Nym Protectorate, on Lok.",MM Weapons,Rodian Milk (Booster Blue)     25,Revenant,2500,,,,Other
01125003,SWG.Restoration.auctioner,Vendor Sale Complete,2022-06-19 22:58:38,"Vendor: MM Weapons has sold Rodian Milk (Booster Blue)     25 to Revenant for 2500 credits.
The sale took place at Nym Protectorate, on Lok.",MM Weapons,Rodian Milk (Booster Blue)     25,Revenant,2500,,,,Other
